id,email,role,q1,q2,q3,q4,q5,q6,comments
6614effdfc13ae3872ab8b96,fmatfield6k@xinhuanet.com,tribe_master,1,2,4,5,3,1,Need assistance in managing project dependencies and interdependencies.
6614effdfc13ae3872ab8b97,bbothenjc@nytimes.com,software_developper,4,5,5,3,1,4,Concerns about the project's ability to deliver value and outcomes effectively.
6614effdfc13ae3872ab8b98,tofield74@taobao.com,software_developper,3,1,5,5,1,4,Need assistance in managing project communications effectively.
6614effdfc13ae3872ab8b99,rluc1c@ning.com,software_developper,3,4,4,1,2,3,Experiencing difficulties in managing project expectations and scope creep.
6614effdfc13ae3872ab8b9a,skikeg4@hud.gov,consultant,4,1,2,3,5,3,Seeking guidance on managing project budgets and resources.
6614effdfc13ae3872ab8b9b,zhackworthyjv@wordpress.com,tribe_master,4,2,3,5,2,4,Feeling frustrated with the lack of feedback on my performance.
6614effdfc13ae3872ab8b9c,thockellip@hexun.com,tribe_master,5,2,2,1,4,3,Need assistance in managing team conflicts constructively.
6614effdfc13ae3872ab8b9d,khuxtonmi@bbb.org,software_developper,5,2,1,3,5,2,Experiencing difficulties in managing project budgets.
6614effdfc13ae3872ab8b9e,blefeaver6f@goo.gl,software_developper,2,3,3,4,5,5,Experiencing challenges in managing project conflicts and disputes effectively.
6614effdfc13ae3872ab8b9f,tiuoriocy@qq.com,software_developper,2,5,4,5,3,3,Seeking guidance on managing team performance effectively.
6614effdfc13ae3872ab8ba0,mstolbergir@zdnet.com,software_developper,1,5,2,2,5,2,Concerns about the team's lack of alignment with project milestones.
6614effdfc13ae3872ab8ba1,kspeedingk4@tmall.com,tribe_master,1,5,2,1,4,2,Feeling frustrated with the lack of project transparency.
6614effdfc13ae3872ab8ba2,atolcher5m@buzzfeed.com,consultant,3,4,3,2,3,2,Struggling to balance project deadlines with quality deliverables.
6614effdfc13ae3872ab8ba3,psleichtk@boston.com,software_developper,1,5,2,5,4,4,Experiencing challenges in managing project conflicts and disputes.
6614effdfc13ae3872ab8ba4,dlambourne73@homestead.com,software_developper,3,4,1,1,2,5,Need support in managing project communications and stakeholder expectations.
6614effdfc13ae3872ab8ba5,nheading9y@sohu.com,software_developper,2,5,2,3,3,1,Need support in managing project constraints and limitations.
6614effdfc13ae3872ab8ba6,egarronjj@com.com,software_developper,1,5,3,2,1,5,Suggestions for improving team recognition programs.
6614effdfc13ae3872ab8ba7,kolanda5p@tinypic.com,software_developper,4,4,2,1,1,4,Experiencing challenges in managing project risks and issues.
6614effdfc13ae3872ab8ba8,rteffrey4p@cdc.gov,software_developper,4,1,2,1,5,5,Need assistance in resolving technical issues.
6614effdfc13ae3872ab8ba9,biacapucci9z@guardian.co.uk,software_developper,2,3,4,5,2,3,Feeling frustrated with the project's lack of progress and clarity
6614effdfc13ae3872ab8baa,ativnanjt@pinterest.com,software_developper,1,1,4,1,1,5,Struggling with maintaining project momentum during changes and disruptions.
6614effdfc13ae3872ab8bab,acheversqo@ucla.edu,software_developper,4,5,2,1,1,5,Struggling to balance multiple projects simultaneously.
6614effdfc13ae3872ab8bac,vdaviouda3@netlog.com,software_developper,2,1,2,3,1,4,Seeking opportunities for team-building activities.
6614effdfc13ae3872ab8bad,epapacciolh@edublogs.org,software_developper,5,4,4,4,5,2,Need guidance on conflict resolution strategies.
6614effdfc13ae3872ab8bae,phaldanenk@freewebs.com,software_developper,5,1,3,2,3,5,Struggling to cope with changing project requirements.
6614effdfc13ae3872ab8baf,dpickworthk6@wordpress.org,intern,2,5,5,3,5,2,Feeling stressed due to lack of clarity on project roles and responsibilities.
6614effdfc13ae3872ab8bb0,lambrose3t@theatlantic.com,software_developper,4,2,4,5,2,3,Experiencing difficulties in managing remote project teams.
6614effdfc13ae3872ab8bb1,ksimakovb9@sbwire.com,tribe_master,4,1,5,5,1,5,Concerns about the team's ability to deliver project outcomes.
6614effdfc13ae3872ab8bb2,athornthwaite7y@mtv.com,software_developper,5,4,5,4,4,1,Concerns about the project's risks and mitigation strategies.
6614effdfc13ae3872ab8bb3,kmurdygr@studiopress.com,software_developper,1,1,1,2,5,4,Need support in managing project risks and uncertainties proactively.
6614effdfc13ae3872ab8bb4,akillgus24@blog.com,software_developper,4,4,3,4,1,1,Feeling overwhelmed by the volume of administrative tasks.
6614effdfc13ae3872ab8bb5,vcowthart36@techcrunch.com,software_developper,4,4,5,3,4,3,Feeling frustrated with the project's lack of progress and clarity.
6614effdfc13ae3872ab8bb6,cfoyej6@shutterfly.com,consultant,2,3,4,5,2,1,Need support in managing project risks and contingencies effectively.
6614effdfc13ae3872ab8bb7,mreadings4y@independent.co.uk,consultant,4,5,4,3,3,4,Struggling with maintaining project alignment with strategic goals and objectives.
6614effdfc13ae3872ab8bb8,nprozescky5x@booking.com,consultant,5,3,4,4,1,3,Seeking advice on managing distributed teams effectively.
6614effdfc13ae3872ab8bb9,thilleyab@go.com,consultant,4,1,5,2,3,1,Experiencing difficulties in managing project expectations and scope creep.
6614effdfc13ae3872ab8bba,wfilyashinon@abc.net.au,software_developper,5,1,3,5,5,2,Struggling with maintaining project alignment with organizational objectives.
6614effdfc13ae3872ab8bbb,egarronjj@com.com,software_developper,1,2,4,4,4,2,Concerns about the team's knowledge sharing practices.
6614effdfc13ae3872ab8bbc,dtempleton9g@springer.com,consultant,3,3,2,4,3,4,Experiencing difficulties in managing remote team members.
6614effdfc13ae3872ab8bbd,gfillinghamc3@rakuten.co.jp,software_developper,3,1,2,1,4,3,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8bbe,saskellit@scribd.com,software_developper,5,1,2,4,3,5,Feeling overwhelmed by the pace of work.
6614effdfc13ae3872ab8bbf,hudeyn6@senate.gov,consultant,3,3,2,1,3,2,Concerns about the team's decision-making process.
6614effdfc13ae3872ab8bc0,iartz8p@umn.edu,software_developper,2,3,1,1,2,3,Concerns about the team's resistance to change.
6614effdfc13ae3872ab8bc1,hstedallje@alibaba.com,consultant,2,4,5,4,5,2,Need support in managing project communications and stakeholder expectations.
6614effdfc13ae3872ab8bc2,ccowthart7g@tripod.com,software_developper,4,3,2,4,5,1,Seeking guidance on managing team performance effectively.
6614effdfc13ae3872ab8bc3,vtongsho@toplist.cz,software_developper,4,2,2,4,4,5,Struggling with maintaining team morale during prolonged projects.
6614effdfc13ae3872ab8bc4,ralsoprp@sphinn.com,consultant,3,1,4,1,5,5,Concerns about the project's ability to deliver desired outcomes.
6614effdfc13ae3872ab8bc5,wlosseljong2j@chronoengine.com,software_developper,5,2,4,5,1,5,Concerns about the team's cohesion and morale.
6614effdfc13ae3872ab8bc6,mbertheleti0@pcworld.com,software_developper,5,2,2,1,3,4,Struggling with maintaining project alignment with strategic goals and objectives.
6614effdfc13ae3872ab8bc7,damaya1q@indiatimes.com,consultant,5,5,5,1,3,3,Struggling with conflicting project objectives.
6614effdfc13ae3872ab8bc8,kblaydeslo@tripod.com,software_developper,2,2,5,3,4,1,Feeling stressed due to lack of project clarity and direction.
6614effdfc13ae3872ab8bc9,rduckersp7@businesswire.com,consultant,1,1,3,4,5,1,Seeking advice on conflict resolution techniques.
6614effdfc13ae3872ab8bca,ithomazingy@sfgate.com,consultant,3,4,1,3,2,3,Experiencing difficulties in managing multiple projects.
6614effdfc13ae3872ab8bcb,gzaniolinip5@w3.org,tribe_master,2,4,5,1,2,1,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8bcc,kblaydeslo@tripod.com,software_developper,4,1,1,3,5,3,Concerns about the project's communication and collaboration practices.
6614effdfc13ae3872ab8bcd,tcenterkm@geocities.jp,software_developper,2,3,1,5,5,5,Concerns about job security.
6614effdfc13ae3872ab8bce,lpyfordlq@vk.com,software_developper,2,4,1,2,4,1,Feeling frustrated with the lack of feedback on my performance.
6614effdfc13ae3872ab8bcf,sjacquemardnq@skyrock.com,software_developper,5,1,5,2,5,2,Need support in managing project constraints and limitations.
6614effdfc13ae3872ab8bd0,fangeli4h@mail.ru,software_developper,3,3,1,3,5,5,Feeling frustrated with the project's lack of progress and momentum.
6614effdfc13ae3872ab8bd1,emerrell7q@nbcnews.com,software_developper,5,1,3,5,2,3,Concerns about the project's ability to deliver desired outcomes.
6614effdfc13ae3872ab8bd2,challihanca@live.com,software_developper,1,2,4,3,1,1,Concerns about the team's ability to deliver on project promises.
6614effdfc13ae3872ab8bd3,rmariyushkin71@altervista.org,software_developper,1,3,4,3,3,4,Experiencing challenges in managing project conflicts and disputes effectively.
6614effdfc13ae3872ab8bd4,hskainsbl@infoseek.co.jp,intern,3,3,3,1,4,4,Feeling frustrated with the lack of project planning and coordination.
6614effdfc13ae3872ab8bd5,fmcnish31@hubpages.com,consultant,1,5,1,1,1,4,Seeking guidance on managing project schedules and deadlines effectively.
6614effdfc13ae3872ab8bd6,jartermc@google.com.br,software_developper,1,5,3,3,4,4,Feeling isolated while working remotely.
6614effdfc13ae3872ab8bd7,gfillinghamc3@rakuten.co.jp,software_developper,5,1,3,1,1,4,Need assistance in managing project expectations and deliverables.
6614effdfc13ae3872ab8bd8,rbarrsjb@vistaprint.com,intern,3,5,1,5,2,5,Need assistance in managing stakeholder expectations effectively.
6614effdfc13ae3872ab8bd9,kspeed6h@netlog.com,software_developper,3,3,1,3,1,3,Feeling isolated while working remotely.
6614effdfc13ae3872ab8bda,clangstaffo4@indiatimes.com,software_developper,4,2,2,4,2,5,Feeling frustrated with the lack of project transparency.
6614effdfc13ae3872ab8bdb,zmaclisepb@earthlink.net,software_developper,1,1,3,5,5,4,Need some help from the resource person.
6614effdfc13ae3872ab8bdc,kradke3x@altervista.org,consultant,2,2,2,5,3,5,Need guidance on conflict resolution strategies.
6614effdfc13ae3872ab8bdd,bwinfieldeb@technorati.com,software_developper,2,3,1,2,3,3,Seeking advice on managing distributed teams effectively.
6614effdfc13ae3872ab8bde,jbradiepk@diigo.com,software_developper,1,2,1,2,5,2,Feeling unsupported in addressing project conflicts and disagreements effectively.
6614effdfc13ae3872ab8bdf,ncarrane7l@twitter.com,software_developper,1,2,4,4,5,5,Feeling stressed due to conflicting priorities from different projects.
6614effdfc13ae3872ab8be0,bgatwardr6@netlog.com,software_developper,3,2,3,5,2,1,Feeling unsupported in addressing team members' concerns.
6614effdfc13ae3872ab8be1,cfatschernl@w3.org,consultant,3,3,3,3,3,4,Need assistance in managing stakeholder expectations.
6614effdfc13ae3872ab8be2,cviccarse9@fema.gov,software_developper,4,3,5,3,5,1,Facing conflicts within the team.
6614effdfc13ae3872ab8be3,wskells1w@friendfeed.com,software_developper,4,4,3,2,4,5,Seeking guidance on managing project budgets and resources.
6614effdfc13ae3872ab8be4,sjaycockhj@ameblo.jp,tribe_master,4,2,5,2,5,1,Seeking opportunities for cross-functional collaboration.
6614effdfc13ae3872ab8be5,tblaxallkh@ehow.com,software_developper,5,4,4,2,1,3,Concerns about the team's capacity to handle project complexities.
6614effdfc13ae3872ab8be6,lclarricoateshq@tinypic.com,consultant,2,1,3,2,1,4,Concerns about the project's impact on organizational resources and priorities.
6614effdfc13ae3872ab8be7,dtolleygd@weibo.com,software_developper,5,2,4,1,1,5,Feeling stressed due to the project's tight deadlines and deliverables.
6614effdfc13ae3872ab8be8,adaubenyby@berkeley.edu,tribe_master,2,5,1,5,1,4,Feeling overwhelmed by the complexity of project tasks.
6614effdfc13ae3872ab8be9,kgomesii@clickbank.net,software_developper,4,4,1,2,4,5,Feeling undervalued in the team.
6614effdfc13ae3872ab8bea,wcogle8q@google.com.br,software_developper,4,5,5,5,4,3,Struggling to balance project deadlines with quality deliverables.
6614effdfc13ae3872ab8beb,tvedmorep0@yale.edu,software_developper,1,3,1,2,5,5,Concerns about the project's risks and mitigation strategies.
6614effdfc13ae3872ab8bec,ccassimerbb@tinyurl.com,consultant,4,4,2,4,4,2,Experiencing difficulties in managing project risks and uncertainties.
6614effdfc13ae3872ab8bed,fangeli4h@mail.ru,software_developper,1,4,5,5,5,3,Need support in managing project communications and stakeholder expectations.
6614effdfc13ae3872ab8bee,lrosoneqn@wix.com,consultant,3,4,5,1,4,5,I am not getting any attention from the TL.
6614effdfc13ae3872ab8bef,ecornfieldp3@ycombinator.com,consultant,3,3,2,3,5,1,Need support in fostering a culture of innovation within the team.
6614effdfc13ae3872ab8bf0,aghelardinh@i2i.jp,intern,4,4,5,2,1,3,Concerns about the impact of external factors on project timelines.
6614effdfc13ae3872ab8bf1,rstansbiedw@phpbb.com,tribe_master,5,5,2,2,3,5,Concerns about the team's knowledge sharing practices.
6614effdfc13ae3872ab8bf2,hwoolgerq0@globo.com,software_developper,2,2,4,4,4,3,Need assistance in improving team communication channels.
6614effdfc13ae3872ab8bf3,lfreynfc@plala.or.jp,software_developper,1,3,1,4,1,5,Concerns about the project's impact on team members' workload and well-being.
6614effdfc13ae3872ab8bf4,ngrombridgepf@latimes.com,software_developper,5,5,4,5,4,5,Concerns about the project's ability to deliver desired outcomes.
6614effdfc13ae3872ab8bf5,gderkesdb@mapquest.com,software_developper,1,2,3,4,1,3,Concerns about the team's resistance to change.
6614effdfc13ae3872ab8bf6,bpostgateaw@census.gov,software_developper,3,1,4,1,3,3,Concerns about the team's capacity to handle project complexities.
6614effdfc13ae3872ab8bf7,frosendt@ehow.com,consultant,3,3,3,4,3,1,Feeling overwhelmed by the project's demands and expectations.
6614effdfc13ae3872ab8bf8,esasseri6@hostgator.com,tribe_master,1,1,3,3,3,2,Need assistance in managing project dependencies.
6614effdfc13ae3872ab8bf9,cruprechtly@yellowpages.com,software_developper,4,5,3,3,4,5,Feeling overwhelmed by the volume of administrative tasks.
6614effdfc13ae3872ab8bfa,gderkesdb@mapquest.com,software_developper,3,2,3,3,3,2,Experiencing difficulties in managing remote team members.
6614effdfc13ae3872ab8bfb,cbrooksbankcm@mapquest.com,software_developper,3,5,2,4,2,3,Experiencing difficulties in managing project risks and uncertainties.
6614effdfc13ae3872ab8bfc,bharriman8d@gmpg.org,software_developper,3,3,1,3,3,3,Feeling overwhelmed with the workload.
6614effdfc13ae3872ab8bfd,pcandeykz@ebay.com,consultant,5,4,2,2,4,5,Need guidance on conflict resolution strategies.
6614effdfc13ae3872ab8bfe,pmurford6j@marriott.com,software_developper,3,2,3,1,5,4,Concerns about the team's ability to innovate in project solutions.
6614effdfc13ae3872ab8bff,fwrightim4l@hostgator.com,tribe_master,2,3,2,1,5,4,Experiencing challenges in maintaining work-life balance.
6614effdfc13ae3872ab8c00,ktsarovicgo@google.cn,intern,2,3,1,1,3,3,Struggling with feedback from project stakeholders.
6614effdfc13ae3872ab8c01,fskillman47@wiley.com,software_developper,5,3,1,2,4,5,Seeking mentorship from senior colleagues.
6614effdfc13ae3872ab8c02,bperrenpd@independent.co.uk,software_developper,1,1,2,4,3,1,Need assistance in resolving technical issues.
6614effdfc13ae3872ab8c03,dtempleton9g@springer.com,consultant,4,3,5,2,1,3,Concerns about the team's ability to innovate in project solutions.
6614effdfc13ae3872ab8c04,cmounsey1j@g.co,tribe_master,4,1,3,5,3,3,Concerns about the team's alignment with project goals.
6614effdfc13ae3872ab8c05,chedgecock7o@hp.com,consultant,1,3,5,4,2,4,Feeling stressed due to the project's ambiguity and complexity.
6614effdfc13ae3872ab8c06,bpracye@wiley.com,software_developper,4,1,4,4,5,3,Struggling with maintaining team morale during prolonged projects.
6614effdfc13ae3872ab8c07,crackleyhf@scientificamerican.com,software_developper,1,5,1,2,3,3,Struggling with maintaining project transparency and accountability.
6614effdfc13ae3872ab8c08,dcallejabg@sphinn.com,software_developper,5,2,2,3,1,2,Seeking advice on improving team collaboration in virtual environments.
6614effdfc13ae3872ab8c09,ngrombridgepf@latimes.com,software_developper,2,1,1,5,3,2,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8c0a,pabendrothok@fc2.com,consultant,5,2,2,3,2,3,Experiencing difficulties in managing project risks and uncertainties.
6614effdfc13ae3872ab8c0b,gbrobak95@example.com,software_developper,4,1,5,4,4,1,Feeling frustrated with the project's lack of progress and clarity
6614effdfc13ae3872ab8c0c,akittlesslj@icq.com,software_developper,3,3,5,1,2,2,Feeling frustrated with the lack of project transparency.
6614effdfc13ae3872ab8c0d,bogley6p@furl.net,software_developper,3,3,3,5,3,5,Need support in managing project risks and contingencies effectively.
6614effdfc13ae3872ab8c0e,rscarrisbrick2k@sfgate.com,tribe_master,3,1,5,2,4,2,Concerns about the project's risks and mitigation strategies.
6614effdfc13ae3872ab8c0f,vtongsho@toplist.cz,software_developper,3,2,5,4,5,4,Concerns about the project's alignment with organizational goals.
6614effdfc13ae3872ab8c10,mpleacei3@naver.com,consultant,1,1,1,3,5,2,Feeling overwhelmed by the project's demands and expectations.
6614effdfc13ae3872ab8c11,hwoolgerq0@globo.com,software_developper,1,5,1,2,4,5,Feeling overwhelmed by the complexity of project tasks.
6614effdfc13ae3872ab8c12,cmcphailcc@newsvine.com,consultant,3,5,2,4,3,3,Feeling unsupported in addressing team challenges.
6614effdfc13ae3872ab8c13,bbriggsm4@facebook.com,software_developper,3,4,2,3,2,5,Feeling stressed due to lack of project clarity and direction.
6614effdfc13ae3872ab8c14,hcroftsfz@apple.com,software_developper,3,5,2,1,3,1,Seeking advice on managing project priorities and trade-offs effectively.
6614effdfc13ae3872ab8c15,emccague7d@tinyurl.com,consultant,3,4,2,2,5,5,Need assistance in managing stakeholder expectations.
6614effdfc13ae3872ab8c16,agoodhayt@epa.gov,intern,1,2,3,3,3,1,Feeling undervalued due to lack of recognition.
6614effdfc13ae3872ab8c17,mmcguggyb0@booking.com,software_developper,3,5,4,4,5,4,Seeking guidance on managing project constraints.
6614effdfc13ae3872ab8c18,wmcilhoneb7@constantcontact.com,software_developper,1,1,5,1,5,4,Struggling with maintaining team morale during prolonged projects.
6614effdfc13ae3872ab8c19,bedlandag@hugedomains.com,consultant,2,4,4,3,5,2,Experiencing difficulties in managing project expectations and scope creep.
6614effdfc13ae3872ab8c1a,jneillng@github.io,intern,1,1,5,1,2,5,Concerns about the team's ability to innovate.
6614effdfc13ae3872ab8c1b,bgloyensko@wordpress.org,consultant,2,5,1,5,1,2,Need support in managing project risks effectively.
6614effdfc13ae3872ab8c1c,mnafzigerow@creativecommons.org,software_developper,5,1,2,3,1,2,Struggling to maintain team morale during stressful periods.
6614effdfc13ae3872ab8c1d,mmccauleyn5@live.com,intern,4,2,4,3,4,3,Experiencing technical issues with my workstation.
6614effdfc13ae3872ab8c1e,chedgecock7o@hp.com,consultant,3,1,5,1,4,5,Feeling overwhelmed by the complexity of project tasks.
6614effdfc13ae3872ab8c1f,gtinglyda@deviantart.com,software_developper,4,5,1,4,2,4,Concerns about the project's alignment with organizational goals.
6614effdfc13ae3872ab8c20,lhowdenis@hostgator.com,tribe_master,1,1,2,2,1,4,Feeling isolated from the team due to remote work arrangements.
6614effdfc13ae3872ab8c21,theimesba@vistaprint.com,intern,3,1,3,4,4,1,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8c22,sthonger2a@thetimes.co.uk,software_developper,3,3,5,5,3,2,Concerns about the project's communication and collaboration practices.
6614effdfc13ae3872ab8c23,clangstaffo4@indiatimes.com,software_developper,1,4,3,1,5,4,Feeling frustrated with the lack of project planning and coordination.
6614effdfc13ae3872ab8c24,lcaldwell8z@addthis.com,software_developper,1,5,1,3,1,2,Struggling with maintaining project momentum during resource constraints.
6614effdfc13ae3872ab8c25,athornthwaite7y@mtv.com,software_developper,5,2,4,3,5,4,Struggling to balance multiple projects simultaneously.
6614effdfc13ae3872ab8c26,dcinavas9r@salon.com,intern,2,2,2,4,2,2,Feeling overwhelmed by competing priorities.
6614effdfc13ae3872ab8c27,hlivock99@linkedin.com,software_developper,2,2,3,3,4,4,Seeking guidance on career progression.
6614effdfc13ae3872ab8c28,lbedowi7@liveinternet.ru,tribe_master,3,4,2,3,1,1,Experiencing burnout due to long hours.
6614effdfc13ae3872ab8c29,rtillyfl@networksolutions.com,consultant,5,4,1,1,1,5,Need support in managing project risks and contingencies effectively.
6614effdfc13ae3872ab8c2a,tburehillb5@unesco.org,tribe_master,2,4,2,2,5,3,Need assistance in managing project scope changes and creep effectively.
6614effdfc13ae3872ab8c2b,bogley6p@furl.net,software_developper,3,1,4,1,2,1,Concerns about the team's lack of alignment with project milestones.
6614effdfc13ae3872ab8c2c,bbriggsm4@facebook.com,software_developper,3,5,2,5,3,5,Feeling frustrated with the project's lack of progress and clarity
6614effdfc13ae3872ab8c2d,ndenyaginev@cdbaby.com,tribe_master,1,3,5,3,5,4,Feeling overwhelmed by the project's scope and scale.
6614effdfc13ae3872ab8c2e,shodgonj1@amazon.co.uk,software_developper,4,1,1,2,3,2,Feeling demotivated due to lack of recognition.
6614effdfc13ae3872ab8c2f,soreagangb@netvibes.com,software_developper,5,5,2,5,4,2,Feeling frustrated with the project's lack of progress and momentum.
6614effdfc13ae3872ab8c30,elawley55@dagondesign.com,intern,5,2,4,5,1,1,Feeling stressed due to the project's impact on team dynamics and morale.
6614effdfc13ae3872ab8c31,ehaseldine6n@yandex.ru,tribe_master,4,4,4,4,3,3,Feeling disconnected from the team while working remotely.
6614effdfc13ae3872ab8c32,mmccauleyn5@live.com,intern,4,4,5,4,4,2,Suggestions for improving team performance evaluations.
6614effdfc13ae3872ab8c33,hpatchinggs@furl.net,software_developper,1,4,3,4,2,2,Concerns about the team's responsiveness to client needs.
6614effdfc13ae3872ab8c34,wghiriardelligi@house.gov,software_developper,2,3,5,4,5,4,Feeling stressed due to the project's tight deadlines and deliverables.
6614effdfc13ae3872ab8c35,ahealksmq@unblog.fr,consultant,2,4,3,1,4,2,Concerns about work-life balance.
6614effdfc13ae3872ab8c36,eshaperadu@hud.gov,software_developper,4,3,4,5,2,4,Concerns about the team's communication channels.
6614effdfc13ae3872ab8c37,dskyrme9c@mac.com,software_developper,4,4,5,1,3,3,Struggling to maintain team morale during stressful periods.
6614effdfc13ae3872ab8c38,cbeneq8@sourceforge.net,software_developper,3,2,2,1,1,4,Struggling with maintaining team morale during prolonged projects.
6614effdfc13ae3872ab8c39,gpeek2y@bloomberg.com,software_developper,3,5,1,5,3,1,Experiencing difficulties in managing multiple projects.
6614effdfc13ae3872ab8c3a,kdumphy8y@bbc.co.uk,consultant,2,4,1,5,1,3,Concerns about the project's alignment with strategic objectives.
6614effdfc13ae3872ab8c3b,ngladdinkg@apache.org,software_developper,4,5,5,3,5,3,Experiencing difficulties in delegating tasks effectively.
6614effdfc13ae3872ab8c3c,eorthmann64@a8.net,consultant,2,4,3,3,1,5,Seeking guidance on managing team dynamics effectively.
6614effdfc13ae3872ab8c3d,dsimesterfg@woothemes.com,software_developper,3,1,5,5,4,1,Feeling overwhelmed by the project's workload and demands.
6614effdfc13ae3872ab8c3e,theimesba@vistaprint.com,intern,5,3,2,4,1,2,Feeling undervalued due to lack of recognition.
6614effdfc13ae3872ab8c3f,rwarriner9p@gov.uk,software_developper,2,3,1,4,4,1,Feeling stressed due to the project's tight deadlines and deliverables.
6614effdfc13ae3872ab8c40,ckabisch3b@purevolume.com,consultant,1,1,3,2,1,2,Concerns about the project's communication and collaboration practices.
6614effdfc13ae3872ab8c41,bcorday57@mlb.com,software_developper,2,5,3,2,3,5,Concerns about the team's workload distribution.
6614effdfc13ae3872ab8c42,cstapyltonat@engadget.com,consultant,3,1,4,2,5,5,Concerns about the team's workload distribution.
6614effdfc13ae3872ab8c43,lcurrier9k@senate.gov,intern,2,1,3,2,5,5,Need support in managing project risks proactively.
6614effdfc13ae3872ab8c44,kgomesii@clickbank.net,software_developper,3,4,3,3,4,1,Feeling stressed due to conflicting priorities from different projects.
6614effdfc13ae3872ab8c45,lswadlingh6@chronoengine.com,consultant,5,3,5,4,1,4,Seeking guidance on managing project constraints.
6614effdfc13ae3872ab8c46,tblaxallkh@ehow.com,software_developper,2,5,5,4,1,1,Need assistance in managing project communications effectively.
6614effdfc13ae3872ab8c47,croddaq6@networkadvertising.org,software_developper,5,5,5,4,2,4,Experiencing challenges in managing project scope creep.
6614effdfc13ae3872ab8c48,klilburnpc@walmart.com,software_developper,3,1,2,5,5,1,Struggling to maintain team morale during stressful periods.
6614effdfc13ae3872ab8c49,spfeufferad@twitpic.com,software_developper,3,3,1,4,4,3,Concerns about the project's impact on team members' well-being.
6614effdfc13ae3872ab8c4a,croskrugeo7@oracle.com,consultant,4,4,4,1,4,3,Struggling to maintain motivation during long-term projects.
6614effdfc13ae3872ab8c4b,lstanistrete9a@cdbaby.com,software_developper,4,5,4,3,1,3,Feeling overwhelmed by the project's workload and demands.
6614effdfc13ae3872ab8c4c,dcrickmoor6g@1688.com,software_developper,5,4,1,3,5,3,Need assistance in managing project stakeholders' expectations.
6614effdfc13ae3872ab8c4d,placeynw@nyu.edu,consultant,2,2,3,1,3,1,Experiencing difficulties in delegating tasks effectively.
6614effdfc13ae3872ab8c4e,aclaptonr2@nature.com,software_developper,1,5,1,4,2,3,Experiencing difficulties in managing project budgets.
6614effdfc13ae3872ab8c4f,jmaneylawspy@umich.edu,software_developper,1,4,4,2,3,4,Feeling unsupported in addressing project conflicts and disagreements.
6614effdfc13ae3872ab8c50,dbrimmanq4@etsy.com,tribe_master,4,2,4,1,1,1,Concerns about the project's impact on team members' workload and well-being.
6614effdfc13ae3872ab8c51,abartod66@mac.com,intern,4,3,3,2,4,5,Need assistance in managing project scope changes and creep.
6614effdfc13ae3872ab8c52,hhallases@usnews.com,tribe_master,2,2,1,4,3,1,Feeling unsupported in addressing project uncertainties and ambiguities.
6614effdfc13ae3872ab8c53,dswift4k@thetimes.co.uk,software_developper,1,3,3,4,5,4,Seeking advice on handling difficult conversations.
6614effdfc13ae3872ab8c54,hkowalskirc@cyberchimps.com,tribe_master,4,1,2,2,4,4,Feeling stressed due to the project's ambiguity and complexity.
6614effdfc13ae3872ab8c55,okleinberhd@creativecommons.org,software_developper,5,4,1,3,2,3,Need assistance in managing team conflicts.
6614effdfc13ae3872ab8c56,wmcelhinneyc2@tmall.com,software_developper,4,5,2,3,1,2,Seeking advice on managing project expectations and scope.
6614effdfc13ae3872ab8c57,mgiacomellokr@prweb.com,software_developper,3,2,1,1,4,4,Struggling with maintaining project stakeholder relationships and engagement.
6614effdfc13ae3872ab8c58,earckoll4f@newyorker.com,software_developper,5,4,3,4,1,3,Concerns about the team's ability to meet project milestones.
6614effdfc13ae3872ab8c59,radamovichjm@weather.com,tribe_master,2,3,2,5,3,3,Feeling overwhelmed by the complexity of project tasks.
6614effdfc13ae3872ab8c5a,cponnsettaq@elpais.com,consultant,1,4,3,5,2,4,Feeling unsupported in addressing project conflicts and disagreements effectively.
6614effdfc13ae3872ab8c5b,soreagangb@netvibes.com,software_developper,5,4,4,5,1,2,Experiencing difficulties in delegating tasks effectively.
6614effdfc13ae3872ab8c5c,challihanca@live.com,software_developper,1,2,4,4,5,2,Experiencing difficulties in managing project dependencies and interdependencies.
6614effdfc13ae3872ab8c5d,liorio9s@51.la,software_developper,1,1,1,1,4,2,Feeling frustrated with the lack of project clarity.
6614effdfc13ae3872ab8c5e,stombling9q@exblog.jp,software_developper,1,4,4,2,3,1,Experiencing difficulties in managing project risks.
6614effdfc13ae3872ab8c5f,phaldanenk@freewebs.com,software_developper,4,2,1,1,2,3,Concerns about the team's ability to adapt to change.
6614effdfc13ae3872ab8c60,rcundicte0@gizmodo.com,consultant,2,5,4,5,5,3,Experiencing difficulties in managing project risks and uncertainties.
6614effdfc13ae3872ab8c61,apullarkx@smh.com.au,software_developper,5,4,2,5,1,4,Concerns about the team's decision-making process.
6614effdfc13ae3872ab8c62,atollidayd9@hexun.com,software_developper,2,2,3,1,5,3,Experiencing challenges in managing project conflicts and disputes effectively.
6614effdfc13ae3872ab8c63,rcracker3n@t-online.de,software_developper,3,5,5,4,3,4,Concerns about the team's knowledge sharing practices.
