_id,id,email,role,q1,q2,q3,q4,q5,q6,comments
661502583f3bd7f6793ce00f,6614effdfc13ae3872ab8b6d,grawlingf0@reverbnation.com,consultant,3,2,5,5,3,5,Struggling with unrealistic project timelines.
661502583f3bd7f6793ce010,6614effdfc13ae3872ab8b6e,kdolbykt@bloomberg.com,consultant,5,1,3,2,5,3,Experiencing difficulties in managing project dependencies and interdependencies.
661502583f3bd7f6793ce011,6614effdfc13ae3872ab8b6f,lmcilveenfm@google.es,consultant,4,5,2,5,4,4,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793ce012,6614effdfc13ae3872ab8b70,dphippine2@symantec.com,tribe_master,4,1,3,3,2,4,Concerns about the team's cohesion and morale.
661502583f3bd7f6793ce013,6614effdfc13ae3872ab8b71,mwillcotta2@miitbeian.gov.cn,software_developper,1,5,4,5,4,3,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793ce014,6614effdfc13ae3872ab8b72,adesportejf@cisco.com,consultant,3,4,3,1,3,1,Seeking advice on managing project priorities and trade-offs effectively.
661502583f3bd7f6793ce015,6614effdfc13ae3872ab8b73,theimesba@vistaprint.com,intern,3,5,5,2,3,1,Seeking advice on improving team decision-making processes.
661502583f3bd7f6793ce016,6614effdfc13ae3872ab8b74,cmccromleya6@deliciousdays.com,tribe_master,1,3,4,2,3,1,Concerns about the team's ability to deliver on project promises.
661502583f3bd7f6793ce017,6614effdfc13ae3872ab8b75,sroddafa@weibo.com,software_developper,5,5,4,5,5,5,Experiencing challenges in managing project schedules effectively.
661502583f3bd7f6793ce018,6614effdfc13ae3872ab8b76,gbettaney7k@wunderground.com,tribe_master,1,1,3,2,2,5,Concerns about the project's direction.
661502583f3bd7f6793ce019,6614effdfc13ae3872ab8b77,rmarrow97@cyberchimps.com,consultant,2,4,5,2,1,1,Interested in upskilling opportunities.
661502583f3bd7f6793ce01a,6614effdfc13ae3872ab8b78,eyockleylr@printfriendly.com,software_developper,2,2,2,2,4,5,Feeling stressed due to the project's impact on team dynamics and morale.
661502583f3bd7f6793ce01b,6614effdfc13ae3872ab8b79,wlosseljong2j@chronoengine.com,software_developper,1,3,3,1,2,2,Feeling overwhelmed by the project's demands and expectations.
661502583f3bd7f6793ce01c,6614effdfc13ae3872ab8b7a,tpetriellobx@mtv.com,intern,1,2,4,5,2,5,Feeling frustrated with the project's lack of progress and direction.
661502583f3bd7f6793ce01d,6614effdfc13ae3872ab8b7b,dpickaverf2@parallels.com,software_developper,5,4,4,4,2,3,Seeking advice on improving team decision-making processes.
661502583f3bd7f6793ce01e,6614effdfc13ae3872ab8b7c,fbrettoner9d@google.co.uk,consultant,3,5,5,3,1,1,Seeking guidance on managing project constraints.
661502583f3bd7f6793ce01f,6614effdfc13ae3872ab8b7d,mchapling2f@cam.ac.uk,tribe_master,3,3,5,3,1,1,Experiencing challenges in managing project resources and allocations.
661502583f3bd7f6793ce020,6614effdfc13ae3872ab8b7e,cbrooksbankcm@mapquest.com,software_developper,3,3,4,5,3,3,Struggling with feedback from project stakeholders.
661502583f3bd7f6793ce021,6614effdfc13ae3872ab8b7f,gderkesdb@mapquest.com,software_developper,4,4,5,3,2,1,Feeling isolated from the team due to remote work arrangements.
661502583f3bd7f6793ce022,6614effdfc13ae3872ab8b80,rmoxstead4b@ucoz.com,consultant,2,1,4,2,3,3,Need assistance in managing project dependencies and critical paths.
661502583f3bd7f6793ce023,6614effdfc13ae3872ab8b81,opaurpt@jugem.jp,consultant,3,3,4,5,2,4,Seeking advice on managing project expectations and scope.
661502583f3bd7f6793ce024,6614effdfc13ae3872ab8b82,noldroydepm@columbia.edu,tribe_master,1,5,4,1,4,1,Concerns about the team's ability to deliver project outcomes.
661502583f3bd7f6793ce025,6614effdfc13ae3872ab8b83,emerrell7q@nbcnews.com,software_developper,4,2,2,4,2,2,Facing difficulties in adapting to new technologies.
661502583f3bd7f6793ce026,6614effdfc13ae3872ab8b84,lstanistrete9a@cdbaby.com,software_developper,4,5,2,2,1,4,Need assistance in managing stakeholder expectations.
661502583f3bd7f6793ce027,6614effdfc13ae3872ab8b85,aaldersleyqx@goo.gl,intern,4,5,3,3,3,5,Seeking opportunities for professional growth and development.
661502583f3bd7f6793ce028,6614effdfc13ae3872ab8b86,lwankelay@comsenz.com,intern,4,2,5,4,3,2,Need assistance in handling difficult clients.
661502583f3bd7f6793ce029,6614effdfc13ae3872ab8b87,abetteney7x@guardian.co.uk,software_developper,2,3,4,4,4,2,Seeking advice on managing project scope changes.
661502583f3bd7f6793ce02a,6614effdfc13ae3872ab8b88,cdictus9w@ovh.net,consultant,1,5,4,3,2,4,I need to have a personal session regarding my feedback.
661502583f3bd7f6793ce02b,6614effdfc13ae3872ab8b89,eoconcannong7@rakuten.co.jp,consultant,1,2,1,3,5,4,Seeking guidance on managing project complexities and challenges.
661502583f3bd7f6793ce02c,6614effdfc13ae3872ab8b8a,crottgersfd@netlog.com,software_developper,3,4,5,3,5,5,Feeling disconnected from the team's goals and objectives.
661502583f3bd7f6793ce02d,6614effdfc13ae3872ab8b8b,bgounodpj@psu.edu,tribe_master,3,1,5,3,1,2,Feeling overwhelmed by the number of project deliverables.
661502583f3bd7f6793ce02e,6614effdfc13ae3872ab8b8c,steaserdh@newsvine.com,software_developper,4,2,2,1,5,1,Feeling unsupported in addressing project issues effectively.
661502583f3bd7f6793ce02f,6614effdfc13ae3872ab8b8d,tmckinstrynt@mtv.com,software_developper,3,3,1,5,5,3,Concerns about the project's alignment with strategic objectives.
661502583f3bd7f6793ce030,6614effdfc13ae3872ab8b8e,ekunkelq1@disqus.com,consultant,4,1,5,2,4,1,Need assistance in managing project dependencies and critical paths.
661502583f3bd7f6793ce031,6614effdfc13ae3872ab8b8f,hbridelk3@cisco.com,software_developper,4,4,2,5,5,5,Struggling with remote collaboration tools.
661502583f3bd7f6793ce032,6614effdfc13ae3872ab8b90,hpiatkowski3v@mediafire.com,consultant,3,3,5,3,2,3,Feeling overwhelmed by the project's scope and scale.
661502583f3bd7f6793ce033,6614effdfc13ae3872ab8b91,kraftermo@bluehost.com,consultant,2,3,2,2,4,4,Suggestions for improving project documentation.
661502583f3bd7f6793ce034,6614effdfc13ae3872ab8b92,tchuterol@imageshack.us,software_developper,1,5,1,5,3,4,Feeling stressed due to lack of project clarity and direction.
661502583f3bd7f6793ce035,6614effdfc13ae3872ab8b93,cbrooksbankcm@mapquest.com,software_developper,5,5,2,5,5,3,Feeling frustrated with the lack of project planning and coordination.
661502583f3bd7f6793ce036,6614effdfc13ae3872ab8b94,tlidelld2@php.net,consultant,1,1,5,4,2,4,Feeling stressed due to lack of support from project sponsors.
661502583f3bd7f6793ce037,6614effdfc13ae3872ab8b95,fpiburn4e@scribd.com,consultant,2,4,5,4,1,2,Experiencing difficulties in managing project resources.
661502583f3bd7f6793ce038,6614effdfc13ae3872ab8b96,fmatfield6k@xinhuanet.com,tribe_master,1,2,4,5,3,1,Need assistance in managing project dependencies and interdependencies.
661502583f3bd7f6793ce039,6614effdfc13ae3872ab8b97,bbothenjc@nytimes.com,software_developper,4,5,5,3,1,4,Concerns about the project's ability to deliver value and outcomes effectively.
661502583f3bd7f6793ce03a,6614effdfc13ae3872ab8b98,tofield74@taobao.com,software_developper,3,1,5,5,1,4,Need assistance in managing project communications effectively.
661502583f3bd7f6793ce03b,6614effdfc13ae3872ab8b99,rluc1c@ning.com,software_developper,3,4,4,1,2,3,Experiencing difficulties in managing project expectations and scope creep.
661502583f3bd7f6793ce03c,6614effdfc13ae3872ab8b9a,skikeg4@hud.gov,consultant,4,1,2,3,5,3,Seeking guidance on managing project budgets and resources.
661502583f3bd7f6793ce03d,6614effdfc13ae3872ab8b9b,zhackworthyjv@wordpress.com,tribe_master,4,2,3,5,2,4,Feeling frustrated with the lack of feedback on my performance.
661502583f3bd7f6793ce03e,6614effdfc13ae3872ab8b9c,thockellip@hexun.com,tribe_master,5,2,2,1,4,3,Need assistance in managing team conflicts constructively.
661502583f3bd7f6793ce03f,6614effdfc13ae3872ab8b9d,khuxtonmi@bbb.org,software_developper,5,2,1,3,5,2,Experiencing difficulties in managing project budgets.
661502583f3bd7f6793ce040,6614effdfc13ae3872ab8b9e,blefeaver6f@goo.gl,software_developper,2,3,3,4,5,5,Experiencing challenges in managing project conflicts and disputes effectively.
661502583f3bd7f6793ce041,6614effdfc13ae3872ab8b9f,tiuoriocy@qq.com,software_developper,2,5,4,5,3,3,Seeking guidance on managing team performance effectively.
661502583f3bd7f6793ce042,6614effdfc13ae3872ab8ba0,mstolbergir@zdnet.com,software_developper,1,5,2,2,5,2,Concerns about the team's lack of alignment with project milestones.
661502583f3bd7f6793ce043,6614effdfc13ae3872ab8ba1,kspeedingk4@tmall.com,tribe_master,1,5,2,1,4,2,Feeling frustrated with the lack of project transparency.
661502583f3bd7f6793ce044,6614effdfc13ae3872ab8ba2,atolcher5m@buzzfeed.com,consultant,3,4,3,2,3,2,Struggling to balance project deadlines with quality deliverables.
661502583f3bd7f6793ce045,6614effdfc13ae3872ab8ba3,psleichtk@boston.com,software_developper,1,5,2,5,4,4,Experiencing challenges in managing project conflicts and disputes.
661502583f3bd7f6793ce046,6614effdfc13ae3872ab8ba4,dlambourne73@homestead.com,software_developper,3,4,1,1,2,5,Need support in managing project communications and stakeholder expectations.
661502583f3bd7f6793ce047,6614effdfc13ae3872ab8ba5,nheading9y@sohu.com,software_developper,2,5,2,3,3,1,Need support in managing project constraints and limitations.
661502583f3bd7f6793ce048,6614effdfc13ae3872ab8ba6,egarronjj@com.com,software_developper,1,5,3,2,1,5,Suggestions for improving team recognition programs.
661502583f3bd7f6793ce049,6614effdfc13ae3872ab8ba7,kolanda5p@tinypic.com,software_developper,4,4,2,1,1,4,Experiencing challenges in managing project risks and issues.
661502583f3bd7f6793ce04a,6614effdfc13ae3872ab8ba8,rteffrey4p@cdc.gov,software_developper,4,1,2,1,5,5,Need assistance in resolving technical issues.
661502583f3bd7f6793ce04b,6614effdfc13ae3872ab8ba9,biacapucci9z@guardian.co.uk,software_developper,2,3,4,5,2,3,Feeling frustrated with the project's lack of progress and clarity
661502583f3bd7f6793ce04c,6614effdfc13ae3872ab8baa,ativnanjt@pinterest.com,software_developper,1,1,4,1,1,5,Struggling with maintaining project momentum during changes and disruptions.
661502583f3bd7f6793ce04d,6614effdfc13ae3872ab8bab,acheversqo@ucla.edu,software_developper,4,5,2,1,1,5,Struggling to balance multiple projects simultaneously.
661502583f3bd7f6793ce04e,6614effdfc13ae3872ab8bac,vdaviouda3@netlog.com,software_developper,2,1,2,3,1,4,Seeking opportunities for team-building activities.
661502583f3bd7f6793ce04f,6614effdfc13ae3872ab8bad,epapacciolh@edublogs.org,software_developper,5,4,4,4,5,2,Need guidance on conflict resolution strategies.
661502583f3bd7f6793ce050,6614effdfc13ae3872ab8bae,phaldanenk@freewebs.com,software_developper,5,1,3,2,3,5,Struggling to cope with changing project requirements.
661502583f3bd7f6793ce051,6614effdfc13ae3872ab8baf,dpickworthk6@wordpress.org,intern,2,5,5,3,5,2,Feeling stressed due to lack of clarity on project roles and responsibilities.
661502583f3bd7f6793ce052,6614effdfc13ae3872ab8bb0,lambrose3t@theatlantic.com,software_developper,4,2,4,5,2,3,Experiencing difficulties in managing remote project teams.
661502583f3bd7f6793ce053,6614effdfc13ae3872ab8bb1,ksimakovb9@sbwire.com,tribe_master,4,1,5,5,1,5,Concerns about the team's ability to deliver project outcomes.
661502583f3bd7f6793ce054,6614effdfc13ae3872ab8bb2,athornthwaite7y@mtv.com,software_developper,5,4,5,4,4,1,Concerns about the project's risks and mitigation strategies.
661502583f3bd7f6793ce055,6614effdfc13ae3872ab8bb3,kmurdygr@studiopress.com,software_developper,1,1,1,2,5,4,Need support in managing project risks and uncertainties proactively.
661502583f3bd7f6793ce056,6614effdfc13ae3872ab8bb4,akillgus24@blog.com,software_developper,4,4,3,4,1,1,Feeling overwhelmed by the volume of administrative tasks.
661502583f3bd7f6793ce057,6614effdfc13ae3872ab8bb5,vcowthart36@techcrunch.com,software_developper,4,4,5,3,4,3,Feeling frustrated with the project's lack of progress and clarity.
661502583f3bd7f6793ce058,6614effdfc13ae3872ab8bb6,cfoyej6@shutterfly.com,consultant,2,3,4,5,2,1,Need support in managing project risks and contingencies effectively.
661502583f3bd7f6793ce059,6614effdfc13ae3872ab8bb7,mreadings4y@independent.co.uk,consultant,4,5,4,3,3,4,Struggling with maintaining project alignment with strategic goals and objectives.
661502583f3bd7f6793ce05a,6614effdfc13ae3872ab8bb8,nprozescky5x@booking.com,consultant,5,3,4,4,1,3,Seeking advice on managing distributed teams effectively.
661502583f3bd7f6793ce05b,6614effdfc13ae3872ab8bb9,thilleyab@go.com,consultant,4,1,5,2,3,1,Experiencing difficulties in managing project expectations and scope creep.
661502583f3bd7f6793ce05c,6614effdfc13ae3872ab8bba,wfilyashinon@abc.net.au,software_developper,5,1,3,5,5,2,Struggling with maintaining project alignment with organizational objectives.
661502583f3bd7f6793ce05d,6614effdfc13ae3872ab8bbb,egarronjj@com.com,software_developper,1,2,4,4,4,2,Concerns about the team's knowledge sharing practices.
661502583f3bd7f6793ce05e,6614effdfc13ae3872ab8bbc,dtempleton9g@springer.com,consultant,3,3,2,4,3,4,Experiencing difficulties in managing remote team members.
661502583f3bd7f6793ce05f,6614effdfc13ae3872ab8bbd,gfillinghamc3@rakuten.co.jp,software_developper,3,1,2,1,4,3,Feeling stressed due to the project's impact on team dynamics and morale.
661502583f3bd7f6793ce060,6614effdfc13ae3872ab8bbe,saskellit@scribd.com,software_developper,5,1,2,4,3,5,Feeling overwhelmed by the pace of work.
661502583f3bd7f6793ce061,6614effdfc13ae3872ab8bbf,hudeyn6@senate.gov,consultant,3,3,2,1,3,2,Concerns about the team's decision-making process.
661502583f3bd7f6793ce062,6614effdfc13ae3872ab8bc0,iartz8p@umn.edu,software_developper,2,3,1,1,2,3,Concerns about the team's resistance to change.
661502583f3bd7f6793ce063,6614effdfc13ae3872ab8bc1,hstedallje@alibaba.com,consultant,2,4,5,4,5,2,Need support in managing project communications and stakeholder expectations.
661502583f3bd7f6793ce064,6614effdfc13ae3872ab8bc2,ccowthart7g@tripod.com,software_developper,4,3,2,4,5,1,Seeking guidance on managing team performance effectively.
661502583f3bd7f6793ce065,6614effdfc13ae3872ab8bc3,vtongsho@toplist.cz,software_developper,4,2,2,4,4,5,Struggling with maintaining team morale during prolonged projects.
661502583f3bd7f6793ce066,6614effdfc13ae3872ab8bc4,ralsoprp@sphinn.com,consultant,3,1,4,1,5,5,Concerns about the project's ability to deliver desired outcomes.
661502583f3bd7f6793ce067,6614effdfc13ae3872ab8bc5,wlosseljong2j@chronoengine.com,software_developper,5,2,4,5,1,5,Concerns about the team's cohesion and morale.
661502583f3bd7f6793ce068,6614effdfc13ae3872ab8bc6,mbertheleti0@pcworld.com,software_developper,5,2,2,1,3,4,Struggling with maintaining project alignment with strategic goals and objectives.
661502583f3bd7f6793ce069,6614effdfc13ae3872ab8bc7,damaya1q@indiatimes.com,consultant,5,5,5,1,3,3,Struggling with conflicting project objectives.
661502583f3bd7f6793ce06a,6614effdfc13ae3872ab8bc8,kblaydeslo@tripod.com,software_developper,2,2,5,3,4,1,Feeling stressed due to lack of project clarity and direction.
661502583f3bd7f6793ce06b,6614effdfc13ae3872ab8bc9,rduckersp7@businesswire.com,consultant,1,1,3,4,5,1,Seeking advice on conflict resolution techniques.
661502583f3bd7f6793ce06c,6614effdfc13ae3872ab8bca,ithomazingy@sfgate.com,consultant,3,4,1,3,2,3,Experiencing difficulties in managing multiple projects.
661502583f3bd7f6793ce06d,6614effdfc13ae3872ab8bcb,gzaniolinip5@w3.org,tribe_master,2,4,5,1,2,1,Feeling stressed due to the project's impact on team dynamics and morale.
661502583f3bd7f6793ce06e,6614effdfc13ae3872ab8bcc,kblaydeslo@tripod.com,software_developper,4,1,1,3,5,3,Concerns about the project's communication and collaboration practices.
661502583f3bd7f6793ce06f,6614effdfc13ae3872ab8bcd,tcenterkm@geocities.jp,software_developper,2,3,1,5,5,5,Concerns about job security.
661502583f3bd7f6793ce070,6614effdfc13ae3872ab8bce,lpyfordlq@vk.com,software_developper,2,4,1,2,4,1,Feeling frustrated with the lack of feedback on my performance.
661502583f3bd7f6793ce071,6614effdfc13ae3872ab8bcf,sjacquemardnq@skyrock.com,software_developper,5,1,5,2,5,2,Need support in managing project constraints and limitations.
661502583f3bd7f6793ce072,6614effdfc13ae3872ab8bd0,fangeli4h@mail.ru,software_developper,3,3,1,3,5,5,Feeling frustrated with the project's lack of progress and momentum.
661502583f3bd7f6793ce073,6614effdfc13ae3872ab8bd1,emerrell7q@nbcnews.com,software_developper,5,1,3,5,2,3,Concerns about the project's ability to deliver desired outcomes.
661502583f3bd7f6793ce074,6614effdfc13ae3872ab8bd2,challihanca@live.com,software_developper,1,2,4,3,1,1,Concerns about the team's ability to deliver on project promises.
661502583f3bd7f6793ce075,6614effdfc13ae3872ab8bd3,rmariyushkin71@altervista.org,software_developper,1,3,4,3,3,4,Experiencing challenges in managing project conflicts and disputes effectively.
661502583f3bd7f6793ce076,6614effdfc13ae3872ab8bd4,hskainsbl@infoseek.co.jp,intern,3,3,3,1,4,4,Feeling frustrated with the lack of project planning and coordination.
661502583f3bd7f6793ce077,6614effdfc13ae3872ab8bd5,fmcnish31@hubpages.com,consultant,1,5,1,1,1,4,Seeking guidance on managing project schedules and deadlines effectively.
661502583f3bd7f6793ce078,6614effdfc13ae3872ab8bd6,jartermc@google.com.br,software_developper,1,5,3,3,4,4,Feeling isolated while working remotely.
661502583f3bd7f6793ce079,6614effdfc13ae3872ab8bd7,gfillinghamc3@rakuten.co.jp,software_developper,5,1,3,1,1,4,Need assistance in managing project expectations and deliverables.
661502583f3bd7f6793ce07a,6614effdfc13ae3872ab8bd8,rbarrsjb@vistaprint.com,intern,3,5,1,5,2,5,Need assistance in managing stakeholder expectations effectively.
661502583f3bd7f6793ce07b,6614effdfc13ae3872ab8bd9,kspeed6h@netlog.com,software_developper,3,3,1,3,1,3,Feeling isolated while working remotely.
661502583f3bd7f6793ce07c,6614effdfc13ae3872ab8bda,clangstaffo4@indiatimes.com,software_developper,4,2,2,4,2,5,Feeling frustrated with the lack of project transparency.
661502583f3bd7f6793ce07d,6614effdfc13ae3872ab8bdb,zmaclisepb@earthlink.net,software_developper,1,1,3,5,5,4,Need some help from the resource person.
661502583f3bd7f6793ce07e,6614effdfc13ae3872ab8bdc,kradke3x@altervista.org,consultant,2,2,2,5,3,5,Need guidance on conflict resolution strategies.
661502583f3bd7f6793ce07f,6614effdfc13ae3872ab8bdd,bwinfieldeb@technorati.com,software_developper,2,3,1,2,3,3,Seeking advice on managing distributed teams effectively.
661502583f3bd7f6793ce080,6614effdfc13ae3872ab8bde,jbradiepk@diigo.com,software_developper,1,2,1,2,5,2,Feeling unsupported in addressing project conflicts and disagreements effectively.
661502583f3bd7f6793ce081,6614effdfc13ae3872ab8bdf,ncarrane7l@twitter.com,software_developper,1,2,4,4,5,5,Feeling stressed due to conflicting priorities from different projects.
661502583f3bd7f6793ce082,6614effdfc13ae3872ab8be0,bgatwardr6@netlog.com,software_developper,3,2,3,5,2,1,Feeling unsupported in addressing team members' concerns.
661502583f3bd7f6793ce083,6614effdfc13ae3872ab8be1,cfatschernl@w3.org,consultant,3,3,3,3,3,4,Need assistance in managing stakeholder expectations.
661502583f3bd7f6793ce084,6614effdfc13ae3872ab8be2,cviccarse9@fema.gov,software_developper,4,3,5,3,5,1,Facing conflicts within the team.
661502583f3bd7f6793ce085,6614effdfc13ae3872ab8be3,wskells1w@friendfeed.com,software_developper,4,4,3,2,4,5,Seeking guidance on managing project budgets and resources.
661502583f3bd7f6793ce086,6614effdfc13ae3872ab8be4,sjaycockhj@ameblo.jp,tribe_master,4,2,5,2,5,1,Seeking opportunities for cross-functional collaboration.
661502583f3bd7f6793ce087,6614effdfc13ae3872ab8be5,tblaxallkh@ehow.com,software_developper,5,4,4,2,1,3,Concerns about the team's capacity to handle project complexities.
661502583f3bd7f6793ce088,6614effdfc13ae3872ab8be6,lclarricoateshq@tinypic.com,consultant,2,1,3,2,1,4,Concerns about the project's impact on organizational resources and priorities.
661502583f3bd7f6793ce089,6614effdfc13ae3872ab8be7,dtolleygd@weibo.com,software_developper,5,2,4,1,1,5,Feeling stressed due to the project's tight deadlines and deliverables.
661502583f3bd7f6793ce08a,6614effdfc13ae3872ab8be8,adaubenyby@berkeley.edu,tribe_master,2,5,1,5,1,4,Feeling overwhelmed by the complexity of project tasks.
661502583f3bd7f6793ce08b,6614effdfc13ae3872ab8be9,kgomesii@clickbank.net,software_developper,4,4,1,2,4,5,Feeling undervalued in the team.
661502583f3bd7f6793ce08c,6614effdfc13ae3872ab8bea,wcogle8q@google.com.br,software_developper,4,5,5,5,4,3,Struggling to balance project deadlines with quality deliverables.
661502583f3bd7f6793ce08d,6614effdfc13ae3872ab8beb,tvedmorep0@yale.edu,software_developper,1,3,1,2,5,5,Concerns about the project's risks and mitigation strategies.
661502583f3bd7f6793ce08e,6614effdfc13ae3872ab8bec,ccassimerbb@tinyurl.com,consultant,4,4,2,4,4,2,Experiencing difficulties in managing project risks and uncertainties.
661502583f3bd7f6793ce08f,6614effdfc13ae3872ab8bed,fangeli4h@mail.ru,software_developper,1,4,5,5,5,3,Need support in managing project communications and stakeholder expectations.
661502583f3bd7f6793ce090,6614effdfc13ae3872ab8bee,lrosoneqn@wix.com,consultant,3,4,5,1,4,5,I am not getting any attention from the TL.
661502583f3bd7f6793ce091,6614effdfc13ae3872ab8bef,ecornfieldp3@ycombinator.com,consultant,3,3,2,3,5,1,Need support in fostering a culture of innovation within the team.
661502583f3bd7f6793ce092,6614effdfc13ae3872ab8bf0,aghelardinh@i2i.jp,intern,4,4,5,2,1,3,Concerns about the impact of external factors on project timelines.
661502583f3bd7f6793ce093,6614effdfc13ae3872ab8bf1,rstansbiedw@phpbb.com,tribe_master,5,5,2,2,3,5,Concerns about the team's knowledge sharing practices.
661502583f3bd7f6793ce094,6614effdfc13ae3872ab8bf2,hwoolgerq0@globo.com,software_developper,2,2,4,4,4,3,Need assistance in improving team communication channels.
661502583f3bd7f6793ce095,6614effdfc13ae3872ab8bf3,lfreynfc@plala.or.jp,software_developper,1,3,1,4,1,5,Concerns about the project's impact on team members' workload and well-being.
661502583f3bd7f6793ce096,6614effdfc13ae3872ab8bf4,ngrombridgepf@latimes.com,software_developper,5,5,4,5,4,5,Concerns about the project's ability to deliver desired outcomes.
661502583f3bd7f6793ce097,6614effdfc13ae3872ab8bf5,gderkesdb@mapquest.com,software_developper,1,2,3,4,1,3,Concerns about the team's resistance to change.
661502583f3bd7f6793ce098,6614effdfc13ae3872ab8bf6,bpostgateaw@census.gov,software_developper,3,1,4,1,3,3,Concerns about the team's capacity to handle project complexities.
661502583f3bd7f6793ce099,6614effdfc13ae3872ab8bf7,frosendt@ehow.com,consultant,3,3,3,4,3,1,Feeling overwhelmed by the project's demands and expectations.
661502583f3bd7f6793ce09a,6614effdfc13ae3872ab8bf8,esasseri6@hostgator.com,tribe_master,1,1,3,3,3,2,Need assistance in managing project dependencies.
661502583f3bd7f6793ce09b,6614effdfc13ae3872ab8bf9,cruprechtly@yellowpages.com,software_developper,4,5,3,3,4,5,Feeling overwhelmed by the volume of administrative tasks.
661502583f3bd7f6793ce09c,6614effdfc13ae3872ab8bfa,gderkesdb@mapquest.com,software_developper,3,2,3,3,3,2,Experiencing difficulties in managing remote team members.
661502583f3bd7f6793ce09d,6614effdfc13ae3872ab8bfb,cbrooksbankcm@mapquest.com,software_developper,3,5,2,4,2,3,Experiencing difficulties in managing project risks and uncertainties.
661502583f3bd7f6793ce09e,6614effdfc13ae3872ab8bfc,bharriman8d@gmpg.org,software_developper,3,3,1,3,3,3,Feeling overwhelmed with the workload.
661502583f3bd7f6793ce09f,6614effdfc13ae3872ab8bfd,pcandeykz@ebay.com,consultant,5,4,2,2,4,5,Need guidance on conflict resolution strategies.
661502583f3bd7f6793ce0a0,6614effdfc13ae3872ab8bfe,pmurford6j@marriott.com,software_developper,3,2,3,1,5,4,Concerns about the team's ability to innovate in project solutions.
661502583f3bd7f6793ce0a1,6614effdfc13ae3872ab8bff,fwrightim4l@hostgator.com,tribe_master,2,3,2,1,5,4,Experiencing challenges in maintaining work-life balance.
661502583f3bd7f6793ce0a2,6614effdfc13ae3872ab8c00,ktsarovicgo@google.cn,intern,2,3,1,1,3,3,Struggling with feedback from project stakeholders.
661502583f3bd7f6793ce0a3,6614effdfc13ae3872ab8c01,fskillman47@wiley.com,software_developper,5,3,1,2,4,5,Seeking mentorship from senior colleagues.
661502583f3bd7f6793ce0a4,6614effdfc13ae3872ab8c02,bperrenpd@independent.co.uk,software_developper,1,1,2,4,3,1,Need assistance in resolving technical issues.
661502583f3bd7f6793ce0a5,6614effdfc13ae3872ab8c03,dtempleton9g@springer.com,consultant,4,3,5,2,1,3,Concerns about the team's ability to innovate in project solutions.
661502583f3bd7f6793ce0a6,6614effdfc13ae3872ab8c04,cmounsey1j@g.co,tribe_master,4,1,3,5,3,3,Concerns about the team's alignment with project goals.
661502583f3bd7f6793ce0a7,6614effdfc13ae3872ab8c05,chedgecock7o@hp.com,consultant,1,3,5,4,2,4,Feeling stressed due to the project's ambiguity and complexity.
661502583f3bd7f6793ce0a8,6614effdfc13ae3872ab8c06,bpracye@wiley.com,software_developper,4,1,4,4,5,3,Struggling with maintaining team morale during prolonged projects.
661502583f3bd7f6793ce0a9,6614effdfc13ae3872ab8c07,crackleyhf@scientificamerican.com,software_developper,1,5,1,2,3,3,Struggling with maintaining project transparency and accountability.
661502583f3bd7f6793ce0aa,6614effdfc13ae3872ab8c08,dcallejabg@sphinn.com,software_developper,5,2,2,3,1,2,Seeking advice on improving team collaboration in virtual environments.
661502583f3bd7f6793ce0ab,6614effdfc13ae3872ab8c09,ngrombridgepf@latimes.com,software_developper,2,1,1,5,3,2,Feeling stressed due to the project's impact on team dynamics and morale.
661502583f3bd7f6793ce0ac,6614effdfc13ae3872ab8c0a,pabendrothok@fc2.com,consultant,5,2,2,3,2,3,Experiencing difficulties in managing project risks and uncertainties.
661502583f3bd7f6793ce0ad,6614effdfc13ae3872ab8c0b,gbrobak95@example.com,software_developper,4,1,5,4,4,1,Feeling frustrated with the project's lack of progress and clarity
661502583f3bd7f6793ce0ae,6614effdfc13ae3872ab8c0c,akittlesslj@icq.com,software_developper,3,3,5,1,2,2,Feeling frustrated with the lack of project transparency.
661502583f3bd7f6793ce0af,6614effdfc13ae3872ab8c0d,bogley6p@furl.net,software_developper,3,3,3,5,3,5,Need support in managing project risks and contingencies effectively.
661502583f3bd7f6793ce0b0,6614effdfc13ae3872ab8c0e,rscarrisbrick2k@sfgate.com,tribe_master,3,1,5,2,4,2,Concerns about the project's risks and mitigation strategies.
661502583f3bd7f6793ce0b1,6614effdfc13ae3872ab8c0f,vtongsho@toplist.cz,software_developper,3,2,5,4,5,4,Concerns about the project's alignment with organizational goals.
661502583f3bd7f6793ce0b2,6614effdfc13ae3872ab8c10,mpleacei3@naver.com,consultant,1,1,1,3,5,2,Feeling overwhelmed by the project's demands and expectations.
661502583f3bd7f6793ce0b3,6614effdfc13ae3872ab8c11,hwoolgerq0@globo.com,software_developper,1,5,1,2,4,5,Feeling overwhelmed by the complexity of project tasks.
661502583f3bd7f6793ce0b4,6614effdfc13ae3872ab8c12,cmcphailcc@newsvine.com,consultant,3,5,2,4,3,3,Feeling unsupported in addressing team challenges.
661502583f3bd7f6793ce0b5,6614effdfc13ae3872ab8c13,bbriggsm4@facebook.com,software_developper,3,4,2,3,2,5,Feeling stressed due to lack of project clarity and direction.
